state_fips,state_abbr,zcta,cd
29,MO,63107,1
29,MO,63108,1
29,MO,63109,1
29,MO,63110,1
29,MO,63111,1
29,MO,63112,1
29,MO,63113,1
29,MO,63114,1
29,MO,63114,2
29,MO,63115,1
29,MO,63116,1
29,MO,63117,1
29,MO,63117,2
29,MO,63118,1
29,MO,63119,1
29,MO,63119,2
29,MO,63120,1
29,MO,63121,1
29,MO,63122,1
29,MO,63122,2
29,MO,63123,1
29,MO,63123,2
29,MO,63124,1
29,MO,63124,2
29,MO,63125,1
29,MO,63125,2
29,MO,63126,2
29,MO,63127,2
29,MO,63128,2
29,MO,63129,2
29,MO,63130,1
29,MO,63130,2
29,MO,63131,2
29,MO,63132,1
29,MO,63132,2
29,MO,63133,1
29,MO,63134,1
29,MO,63135,1
29,MO,63136,1
29,MO,63137,1
29,MO,63138,1
29,MO,63139,1
29,MO,63140,1
29,MO,63141,1
29,MO,63141,2
29,MO,63143,1
29,MO,63144,1
29,MO,63144,2
29,MO,63146,1
29,MO,63146,2
29,MO,63147,1
29,MO,63155,1
29,MO,63301,2
29,MO,63301,3
29,MO,63303,2
29,MO,63303,3
29,MO,63304,2
29,MO,63304,3
29,MO,63330,6
29,MO,63332,3
29,MO,63333,3
29,MO,63334,3
29,MO,63334,6
29,MO,63336,6
29,MO,63339,6
29,MO,63341,2
29,MO,63341,3
29,MO,63343,3
29,MO,63343,6
29,MO,63344,3
29,MO,63344,6
29,MO,63345,6
29,MO,63347,3
29,MO,63348,3
29,MO,63349,3
29,MO,63350,3
29,MO,63351,3
29,MO,63352,4
29,MO,63352,6
29,MO,63353,6
29,MO,63357,3
29,MO,63359,3
29,MO,63359,6
29,MO,63361,3
29,MO,63362,3
29,MO,63363,3
29,MO,63366,2
29,MO,63366,3
29,MO,63367,3
29,MO,63368,2
29,MO,63368,3
29,MO,63369,3
29,MO,63370,3
29,MO,63373,3
29,MO,63376,2
29,MO,63376,3
29,MO,63377,3
29,MO,63379,3
29,MO,63381,3
29,MO,63382,6
29,MO,63383,3
29,MO,63384,3
29,MO,63384,6
29,MO,63385,2
29,MO,63385,3
29,MO,63386,3
29,MO,63387,3
29,MO,63388,3
29,MO,63389,3
29,MO,63390,3
29,MO,63401,6
29,MO,63430,6
29,MO,63431,6
29,MO,63432,6
29,MO,63433,6
29,MO,63434,6
29,MO,63435,6
29,MO,63436,6
29,MO,63437,6
29,MO,63438,6
29,MO,63439,6
29,MO,63440,6
29,MO,63441,6
29,MO,63443,6
29,MO,63445,6
29,MO,63446,6
29,MO,63447,6
29,MO,63448,6
29,MO,63450,6
29,MO,63451,6
29,MO,63452,6
29,MO,63453,6
29,MO,63454,6
29,MO,63456,6
29,MO,63457,6
29,MO,63458,6
29,MO,63459,6
29,MO,63460,6
29,MO,63461,6
29,MO,63462,6
29,MO,63463,6
29,MO,63464,6
29,MO,63465,6
29,MO,63467,6
29,MO,63468,6
29,MO,63469,6
29,MO,63471,6
29,MO,63472,6
29,MO,63473,6
29,MO,63474,6
29,MO,63501,6
29,MO,63530,6
29,MO,63531,6
29,MO,63532,6
29,MO,63533,6
29,MO,63534,6
29,MO,63535,6
29,MO,63536,6
29,MO,63537,6
29,MO,63538,6
29,MO,63539,6
29,MO,63540,6
29,MO,63541,6
29,MO,63543,6
29,MO,63544,6
29,MO,63545,6
29,MO,63546,6
29,MO,63547,6
29,MO,63548,6
29,MO,63549,6
29,MO,63551,6
29,MO,63552,6
29,MO,63555,6
29,MO,63556,6
29,MO,63557,6
29,MO,63558,6
29,MO,63559,6
29,MO,63560,6
29,MO,63561,6
29,MO,63563,6
29,MO,63565,6
29,MO,63566,6
29,MO,63567,6
29,MO,63601,8
29,MO,63620,8
29,MO,63621,8
29,MO,63622,8
29,MO,63623,8
29,MO,63624,8
29,MO,63625,8
29,MO,63626,8
29,MO,63627,8
29,MO,63628,8
29,MO,63629,8
29,MO,63630,8
29,MO,63631,8
29,MO,63633,8
29,MO,63636,8
29,MO,63637,8
29,MO,63638,8
29,MO,63640,8
29,MO,63645,8
29,MO,63648,8
29,MO,63650,8
29,MO,63653,8
29,MO,63654,8
29,MO,63655,8
29,MO,63656,8
29,MO,63660,8
29,MO,63662,8
29,MO,63663,8
29,MO,63664,8
29,MO,63665,8
29,MO,63666,8
29,MO,63670,8
29,MO,63673,8
29,MO,63674,8
29,MO,63675,8
29,MO,63701,8
29,MO,63703,8
29,MO,63730,8
29,MO,63732,8
29,MO,63735,8
29,MO,63736,8
29,MO,63738,8
29,MO,63739,8
29,MO,63740,8
29,MO,63742,8
29,MO,63743,8
29,MO,63744,8
29,MO,63745,8
29,MO,63746,8
29,MO,63747,8
29,MO,63748,8
29,MO,63750,8
29,MO,63751,8
29,MO,63755,8
29,MO,63758,8
29,MO,63760,8
29,MO,63763,8
29,MO,63764,8
29,MO,63766,8
29,MO,63767,8
29,MO,63769,8
29,MO,63770,8
29,MO,63771,8
29,MO,63774,8
29,MO,63775,8
29,MO,63780,8
29,MO,63781,8
29,MO,63782,8
29,MO,63783,8
29,MO,63784,8
29,MO,63785,8
29,MO,63787,8
29,MO,63801,8
29,MO,63820,8
29,MO,63821,8
29,MO,63822,8
29,MO,63823,8
29,MO,63824,8
29,MO,63825,8
29,MO,63826,8
29,MO,63827,8
29,MO,63828,8
29,MO,63829,8
29,MO,63830,8
29,MO,63833,8
29,MO,63834,8
29,MO,63837,8
29,MO,63839,8
29,MO,63841,8
29,MO,63845,8
29,MO,63846,8
29,MO,63847,8
29,MO,63848,8
29,MO,63849,8
29,MO,63851,8
29,MO,63852,8
29,MO,63853,8
29,MO,63855,8
29,MO,63857,8
29,MO,63860,8
29,MO,63862,8
29,MO,63863,8
29,MO,63866,8
29,MO,63867,8
29,MO,63868,8
29,MO,63869,8
29,MO,63870,8
29,MO,63873,8
29,MO,63874,8
29,MO,63876,8
29,MO,63877,8
29,MO,63878,8
29,MO,63879,8
29,MO,63880,8
29,MO,63882,8
29,MO,63901,8
29,MO,63902,8
29,MO,63932,8
29,MO,63933,8
29,MO,63934,8
29,MO,63935,8
29,MO,63936,8
29,MO,63937,8
29,MO,63939,8
29,MO,63940,8
29,MO,63941,8
29,MO,63942,8
29,MO,63943,8
29,MO,63944,8
29,MO,63945,8
29,MO,63951,8
29,MO,63952,8
29,MO,63953,8
29,MO,63954,8
29,MO,63955,8
29,MO,63956,8
29,MO,63957,8
29,MO,63960,8
29,MO,63961,8
29,MO,63962,8
29,MO,63964,8
29,MO,63965,8
29,MO,63966,8
29,MO,63967,8
29,MO,64001,5
29,MO,64011,4
29,MO,64011,5
29,MO,64012,4
29,MO,64014,5
29,MO,64014,6
29,MO,64015,5
29,MO,64015,6
29,MO,64016,6
29,MO,64017,5
29,MO,64018,6
29,MO,64019,4
29,MO,64020,4
29,MO,64020,5
29,MO,64021,5
29,MO,64022,5
29,MO,64024,5
29,MO,64024,6
29,MO,64029,5
29,MO,64029,6
29,MO,64030,5
29,MO,64034,4
29,MO,64034,5
29,MO,64035,5
29,MO,64035,6
29,MO,64036,5
29,MO,64037,5
29,MO,64040,4
29,MO,64048,6
29,MO,64050,5
29,MO,64052,5
29,MO,64053,5
29,MO,64054,5
29,MO,64055,5
29,MO,64055,6
29,MO,64056,5
29,MO,64056,6
29,MO,64057,5
29,MO,64057,6
29,MO,64058,5
29,MO,64058,6
29,MO,64060,6
29,MO,64061,4
29,MO,64062,5
29,MO,64062,6
29,MO,64063,5
29,MO,64063,6
29,MO,64064,5
29,MO,64064,6
29,MO,64065,5
29,MO,64066,6
29,MO,64067,5
29,MO,64068,5
29,MO,64068,6
29,MO,64070,4
29,MO,64070,5
29,MO,64071,5
29,MO,64072,6
29,MO,64074,5
29,MO,64075,5
29,MO,64075,6
29,MO,64076,4
29,MO,64076,5
29,MO,64077,5
29,MO,64077,6
29,MO,64078,4
29,MO,64079,6
29,MO,64080,4
29,MO,64080,5
29,MO,64081,5
29,MO,64082,4
29,MO,64082,5
29,MO,64083,4
29,MO,64084,5
29,MO,64085,5
29,MO,64086,5
29,MO,64086,6
29,MO,64088,6
29,MO,64089,6
29,MO,64090,4
29,MO,64092,6
29,MO,64093,4
29,MO,64093,5
29,MO,64096,5
29,MO,64097,5
29,MO,64098,6
29,MO,64101,5
29,MO,64102,5
29,MO,64105,5
29,MO,64106,5
29,MO,64108,5
29,MO,64109,5
29,MO,64110,5
29,MO,64111,5
29,MO,64112,5
29,MO,64113,5
29,MO,64114,5
29,MO,64116,5
29,MO,64116,6
29,MO,64117,5
29,MO,64118,5
29,MO,64118,6
29,MO,64119,5
29,MO,64119,6
29,MO,64120,5
29,MO,64123,5
29,MO,64124,5
29,MO,64125,5
29,MO,64126,5
29,MO,64127,5
29,MO,64128,5
29,MO,64129,5
29,MO,64130,5
29,MO,64131,5
29,MO,64132,5
29,MO,64133,5
29,MO,64134,5
29,MO,64136,5
29,MO,64137,5
29,MO,64138,5
29,MO,64139,5
29,MO,64145,5
29,MO,64146,5
29,MO,64147,4
29,MO,64147,5
29,MO,64149,5
29,MO,64150,6
29,MO,64151,6
29,MO,64152,6
29,MO,64153,6
29,MO,64154,6
29,MO,64155,6
29,MO,64156,6
29,MO,64157,6
29,MO,64158,6
29,MO,64161,5
29,MO,64161,6
29,MO,64163,6
29,MO,64164,6
29,MO,64165,6
29,MO,64166,6
29,MO,64167,6
29,MO,64192,5
29,MO,64401,6
29,MO,64402,6
29,MO,64420,6
29,MO,64421,6
29,MO,64422,6
29,MO,64423,6
29,MO,64424,6
29,MO,64426,6
29,MO,64427,6
29,MO,64428,6
29,MO,64429,6
29,MO,64430,6
29,MO,64431,6
29,MO,64432,6
29,MO,64433,6
29,MO,64434,6
29,MO,64436,6
29,MO,64437,6
29,MO,64438,6
29,MO,64439,6
29,MO,64440,6
29,MO,64441,6
29,MO,64442,6
29,MO,64443,6
29,MO,64444,6
29,MO,64445,6
29,MO,64446,6
29,MO,64448,6
29,MO,64449,6
29,MO,64451,6
29,MO,64453,6
29,MO,64454,6
29,MO,64455,6
29,MO,64456,6
29,MO,64457,6
29,MO,64458,6
29,MO,64459,6
29,MO,64461,6
29,MO,64463,6
29,MO,64465,6
29,MO,64466,6
29,MO,64467,6
29,MO,64468,6
29,MO,64469,6
29,MO,64470,6
29,MO,64471,6
29,MO,64473,6
29,MO,64474,6
29,MO,64475,6
29,MO,64476,6
29,MO,64477,6
29,MO,64479,6
29,MO,64480,6
29,MO,64481,6
29,MO,64482,6
29,MO,64483,6
29,MO,64484,6
29,MO,64485,6
29,MO,64486,6
29,MO,64487,6
29,MO,64489,6
29,MO,64490,6
29,MO,64491,6
29,MO,64492,6
29,MO,64493,6
29,MO,64494,6
29,MO,64496,6
29,MO,64497,6
29,MO,64498,6
29,MO,64499,6
29,MO,64501,6
29,MO,64503,6
29,MO,64504,6
29,MO,64505,6
29,MO,64506,6
29,MO,64507,6
29,MO,64601,6
29,MO,64620,6
29,MO,64622,6
29,MO,64623,6
29,MO,64624,5
29,MO,64624,6
29,MO,64625,6
29,MO,64628,6
29,MO,64630,6
29,MO,64631,6
29,MO,64632,6
29,MO,64633,6
29,MO,64635,6
29,MO,64636,6
29,MO,64637,5
29,MO,64637,6
29,MO,64638,6
29,MO,64639,6
29,MO,64640,6
29,MO,64641,6
29,MO,64642,6
29,MO,64643,6
29,MO,64644,6
29,MO,64645,6
29,MO,64646,6
29,MO,64647,6
29,MO,64648,6
29,MO,64649,6
29,MO,64650,6
29,MO,64651,6
29,MO,64652,6
29,MO,64653,6
29,MO,64654,6
29,MO,64655,6
29,MO,64656,6
29,MO,64657,6
29,MO,64658,6
29,MO,64659,6
29,MO,64660,6
29,MO,64661,6
29,MO,64664,6
29,MO,64667,6
29,MO,64668,5
29,MO,64668,6
29,MO,64670,6
29,MO,64671,5
29,MO,64671,6
29,MO,64672,6
29,MO,64673,6
29,MO,64674,6
29,MO,64676,6
29,MO,64679,6
29,MO,64681,6
29,MO,64682,6
29,MO,64683,6
29,MO,64686,6
29,MO,64688,6
29,MO,64689,6
29,MO,64701,4
29,MO,64720,4
29,MO,64722,4
29,MO,64723,4
29,MO,64724,4
29,MO,64725,4
29,MO,64726,4
29,MO,64728,4
29,MO,64730,4
29,MO,64733,4
29,MO,64734,4
29,MO,64735,4
29,MO,64738,4
29,MO,64739,4
29,MO,64740,4
29,MO,64741,4
29,MO,64742,4
29,MO,64743,4
29,MO,64744,4
29,MO,64745,4
29,MO,64746,4
29,MO,64747,4
29,MO,64748,4
29,MO,64748,7
29,MO,64750,4
29,MO,64752,4
29,MO,64755,4
29,MO,64755,7
29,MO,64756,4
29,MO,64759,4
29,MO,64761,4
29,MO,64762,4
29,MO,64763,4
29,MO,64765,4
29,MO,64767,4
29,MO,64769,4
29,MO,64770,4
29,MO,64771,4
29,MO,64772,4
29,MO,64776,4
29,MO,64778,4
29,MO,64779,4
29,MO,64780,4
29,MO,64781,4
29,MO,64783,4
29,MO,64784,4
29,MO,64788,4
29,MO,64790,4
29,MO,64801,7
29,MO,64804,7
29,MO,64830,7
29,MO,64831,7
29,MO,64832,4
29,MO,64832,7
29,MO,64833,7
29,MO,64834,7
29,MO,64835,7
29,MO,64836,7
29,MO,64840,7
29,MO,64841,7
29,MO,64842,7
29,MO,64843,7
29,MO,64844,7
29,MO,64847,7
29,MO,64848,7
29,MO,64849,7
29,MO,64850,7
29,MO,64854,7
29,MO,64855,4
29,MO,64855,7
29,MO,64856,7
29,MO,64857,7
29,MO,64858,7
29,MO,64859,7
29,MO,64861,7
29,MO,64862,7
29,MO,64863,7
29,MO,64865,7
29,MO,64866,7
29,MO,64867,7
29,MO,64870,7
29,MO,64873,7
29,MO,64874,7
29,MO,65001,3
29,MO,65010,4
29,MO,65011,4
29,MO,65013,3
29,MO,65014,3
29,MO,65016,3
29,MO,65017,3
29,MO,65018,4
29,MO,65020,3
29,MO,65020,4
29,MO,65023,3
29,MO,65023,4
29,MO,65024,3
29,MO,65025,4
29,MO,65026,3
29,MO,65026,4
29,MO,65032,3
29,MO,65034,4
29,MO,65035,3
29,MO,65037,4
29,MO,65039,3
29,MO,65039,4
29,MO,65040,3
29,MO,65041,3
29,MO,65043,3
29,MO,65046,4
29,MO,65047,3
29,MO,65048,3
29,MO,65049,3
29,MO,65050,4
29,MO,65051,3
29,MO,65052,3
29,MO,65053,3
29,MO,65054,3
29,MO,65058,3
29,MO,65059,3
29,MO,65061,3
29,MO,65062,3
29,MO,65063,3
29,MO,65064,3
29,MO,65065,3
29,MO,65066,3
29,MO,65066,8
29,MO,65067,3
29,MO,65068,4
29,MO,65069,3
29,MO,65072,3
29,MO,65072,4
29,MO,65074,3
29,MO,65074,4
29,MO,65075,3
29,MO,65076,3
29,MO,65077,3
29,MO,65078,4
29,MO,65079,3
29,MO,65079,4
29,MO,65080,3
29,MO,65081,4
29,MO,65082,3
29,MO,65083,3
29,MO,65084,4
29,MO,65085,3
29,MO,65101,3
29,MO,65109,3
29,MO,65201,3
29,MO,65201,4
29,MO,65202,3
29,MO,65202,4
29,MO,65203,4
29,MO,65215,4
29,MO,65230,4
29,MO,65231,3
29,MO,65232,4
29,MO,65232,6
29,MO,65233,4
29,MO,65236,6
29,MO,65237,4
29,MO,65239,4
29,MO,65240,3
29,MO,65240,4
29,MO,65240,6
29,MO,65243,4
29,MO,65243,6
29,MO,65244,4
29,MO,65246,6
29,MO,65247,6
29,MO,65248,4
29,MO,65250,4
29,MO,65251,3
29,MO,65254,4
29,MO,65254,6
29,MO,65255,4
29,MO,65256,4
29,MO,65257,4
29,MO,65258,6
29,MO,65259,4
29,MO,65260,4
29,MO,65260,6
29,MO,65261,6
29,MO,65262,3
29,MO,65263,4
29,MO,65263,6
29,MO,65264,3
29,MO,65264,4
29,MO,65264,6
29,MO,65265,4
29,MO,65265,6
29,MO,65270,4
29,MO,65270,6
29,MO,65274,4
29,MO,65275,6
29,MO,65276,4
29,MO,65278,4
29,MO,65279,4
29,MO,65280,4
29,MO,65280,6
29,MO,65281,6
29,MO,65282,6
29,MO,65283,6
29,MO,65284,4
29,MO,65285,4
29,MO,65286,6
29,MO,65287,4
29,MO,65301,4
29,MO,65305,4
29,MO,65320,5
29,MO,65321,5
29,MO,65322,4
29,MO,65323,4
29,MO,65324,4
29,MO,65325,4
29,MO,65326,4
29,MO,65327,5
29,MO,65329,4
29,MO,65330,5
29,MO,65332,4
29,MO,65333,4
29,MO,65333,5
29,MO,65334,4
29,MO,65335,4
29,MO,65336,4
29,MO,65337,4
29,MO,65338,4
29,MO,65339,5
29,MO,65340,4
29,MO,65340,5
29,MO,65344,5
29,MO,65345,4
29,MO,65347,4
29,MO,65347,5
29,MO,65348,4
29,MO,65349,5
29,MO,65350,4
29,MO,65351,4
29,MO,65351,5
29,MO,65354,4
29,MO,65355,4
29,MO,65360,4
29,MO,65401,3
29,MO,65401,8
29,MO,65436,8
29,MO,65438,8
29,MO,65439,8
29,MO,65440,8
29,MO,65441,3
29,MO,65441,8
29,MO,65443,3
29,MO,65444,8
29,MO,65446,8
29,MO,65449,8
29,MO,65452,3
29,MO,65452,4
29,MO,65453,3
29,MO,65453,8
29,MO,65456,8
29,MO,65457,4
29,MO,65459,3
29,MO,65459,4
29,MO,65459,8
29,MO,65461,4
29,MO,65461,8
29,MO,65462,8
29,MO,65463,4
29,MO,65464,8
29,MO,65466,8
29,MO,65468,8
29,MO,65470,4
29,MO,65470,8
29,MO,65473,4
29,MO,65479,8
29,MO,65483,8
29,MO,65484,8
29,MO,65486,3
29,MO,65501,8
29,MO,65529,8
29,MO,65534,4
29,MO,65535,8
29,MO,65536,4
29,MO,65541,8
29,MO,65542,8
29,MO,65543,4
29,MO,65543,8
29,MO,65548,8
29,MO,65550,4
29,MO,65550,8
29,MO,65552,4
29,MO,65552,8
29,MO,65555,8
29,MO,65556,3
29,MO,65556,4
29,MO,65557,8
29,MO,65559,3
29,MO,65559,8
29,MO,65560,8
29,MO,65564,8
29,MO,65565,8
29,MO,65566,8
29,MO,65567,4
29,MO,65570,8
29,MO,65571,8
29,MO,65580,3
29,MO,65582,3
29,MO,65583,4
29,MO,65584,4
29,MO,65586,8
29,MO,65588,8
29,MO,65589,8
29,MO,65590,4
29,MO,65591,3
29,MO,65591,4
29,MO,65601,4
29,MO,65601,7
29,MO,65603,4
29,MO,65604,4
29,MO,65604,7
29,MO,65605,7
29,MO,65606,8
29,MO,65608,7
29,MO,65608,8
29,MO,65609,8
29,MO,65610,7
29,MO,65611,7
29,MO,65612,7
29,MO,65613,7
29,MO,65614,7
29,MO,65616,7
29,MO,65617,7
29,MO,65618,8
29,MO,65619,7
29,MO,65620,7
29,MO,65622,4
29,MO,65622,7
29,MO,65623,7
29,MO,65624,7
29,MO,65625,7
29,MO,65626,8
29,MO,65627,7
29,MO,65629,7
29,MO,65630,7
29,MO,65631,7
29,MO,65632,4
29,MO,65633,7
29,MO,65634,4
29,MO,65635,4
29,MO,65637,8
29,MO,65638,8
29,MO,65640,4
29,MO,65640,7
29,MO,65641,7
29,MO,65644,4
29,MO,65646,4
29,MO,65646,7
29,MO,65647,7
29,MO,65648,4
29,MO,65648,7
29,MO,65649,4
29,MO,65649,7
29,MO,65650,4
29,MO,65650,7
29,MO,65652,4
29,MO,65652,7
29,MO,65652,8
29,MO,65653,7
29,MO,65654,7
29,MO,65655,8
29,MO,65656,7
29,MO,65657,7
29,MO,65658,7
29,MO,65660,8
29,MO,65661,4
29,MO,65662,4
29,MO,65662,8
29,MO,65663,7
29,MO,65664,7
29,MO,65667,8
29,MO,65668,4
29,MO,65669,7
29,MO,65672,7
29,MO,65674,4
29,MO,65674,7
29,MO,65676,8
29,MO,65679,7
29,MO,65680,7
29,MO,65681,7
29,MO,65682,4
29,MO,65682,7
29,MO,65685,4
29,MO,65685,7
29,MO,65686,7
29,MO,65689,8
29,MO,65690,8
29,MO,65692,8
29,MO,65702,8
29,MO,65704,8
29,MO,65705,7
29,MO,65706,4
29,MO,65706,7
29,MO,65707,7
29,MO,65708,7
29,MO,65710,7
29,MO,65711,8
29,MO,65712,7
29,MO,65713,4
29,MO,65713,8
29,MO,65714,7
29,MO,65715,8
29,MO,65717,8
29,MO,65720,7
29,MO,65720,8
29,MO,65721,7
29,MO,65722,4
29,MO,65723,7
29,MO,65724,4
29,MO,65725,7
29,MO,65727,7
29,MO,65728,7
29,MO,65729,8
29,MO,65730,7
29,MO,65731,7
29,MO,65732,4
29,MO,65733,7
29,MO,65733,8
29,MO,65734,7
29,MO,65735,4
29,MO,65737,7
29,MO,65738,7
29,MO,65739,7
29,MO,65740,7
29,MO,65742,4
29,MO,65742,7
29,MO,65744,7
29,MO,65745,7
29,MO,65746,4
29,MO,65746,7
29,MO,65746,8
29,MO,65747,7
29,MO,65752,4
29,MO,65752,7
29,MO,65753,7
29,MO,65754,7
29,MO,65755,8
29,MO,65756,7
29,MO,65757,4
29,MO,65757,7
29,MO,65759,7
29,MO,65760,8
29,MO,65761,7
29,MO,65761,8
29,MO,65762,8
29,MO,65764,4
29,MO,65766,8
29,MO,65767,4
29,MO,65767,7
29,MO,65768,8
29,MO,65769,7
29,MO,65770,4
29,MO,65770,7
29,MO,65771,7
29,MO,65772,7
29,MO,65773,8
29,MO,65774,4
29,MO,65775,8
29,MO,65777,8
29,MO,65778,8
29,MO,65779,4
29,MO,65781,7
29,MO,65783,4
29,MO,65784,8
29,MO,65785,4
29,MO,65786,4
29,MO,65787,4
29,MO,65788,8
29,MO,65789,8
29,MO,65790,8
29,MO,65791,8
29,MO,65793,8
29,MO,65802,7
29,MO,65803,7
29,MO,65804,7
29,MO,65806,7
29,MO,65807,7
29,MO,65809,7
29,MO,65810,7
29,MO,72644,7
30,MT,57724,0
30,MT,59001,0
30,MT,59002,0
30,MT,59003,0
30,MT,59006,0
30,MT,59007,0
30,MT,59008,0
30,MT,59010,0
30,MT,59011,0
30,MT,59012,0
30,MT,59013,0
30,MT,59014,0
30,MT,59015,0
30,MT,59016,0
30,MT,59018,0
30,MT,59019,0
30,MT,59020,0
30,MT,59022,0
30,MT,59024,0
30,MT,59025,0
30,MT,59026,0
30,MT,59027,0
30,MT,59028,0
30,MT,59029,0
30,MT,59030,0
30,MT,59031,0
30,MT,59032,0
30,MT,59033,0
30,MT,59034,0
30,MT,59035,0
30,MT,59036,0
30,MT,59037,0
30,MT,59038,0
30,MT,59039,0
30,MT,59041,0
30,MT,59043,0
30,MT,59044,0
30,MT,59046,0
30,MT,59047,0
30,MT,59050,0
30,MT,59052,0
30,MT,59053,0
30,MT,59054,0
30,MT,59055,0
30,MT,59057,0
30,MT,59058,0
30,MT,59059,0
30,MT,59061,0
30,MT,59062,0
30,MT,59063,0
30,MT,59064,0
30,MT,59065,0
30,MT,59066,0
30,MT,59067,0
30,MT,59068,0
30,MT,59069,0
30,MT,59070,0
30,MT,59071,0
30,MT,59072,0
30,MT,59074,0
30,MT,59075,0
30,MT,59076,0
30,MT,59077,0
30,MT,59078,0
30,MT,59079,0
30,MT,59081,0
30,MT,59082,0
30,MT,59085,0
30,MT,59086,0
30,MT,59087,0
30,MT,59088,0
30,MT,59089,0
30,MT,59101,0
30,MT,59102,0
30,MT,59105,0
30,MT,59106,0
30,MT,59201,0
30,MT,59211,0
30,MT,59212,0
30,MT,59213,0
30,MT,59214,0
30,MT,59215,0
30,MT,59217,0
30,MT,59218,0
30,MT,59219,0
30,MT,59221,0
30,MT,59222,0
30,MT,59223,0
30,MT,59225,0
30,MT,59226,0
30,MT,59230,0
30,MT,59231,0
30,MT,59240,0
30,MT,59241,0
30,MT,59242,0
30,MT,59243,0
30,MT,59244,0
30,MT,59247,0
30,MT,59248,0
30,MT,59250,0
30,MT,59252,0
30,MT,59253,0
30,MT,59254,0
30,MT,59255,0
30,MT,59256,0
30,MT,59257,0
30,MT,59258,0
30,MT,59259,0
30,MT,59260,0
30,MT,59261,0
30,MT,59262,0
30,MT,59263,0
30,MT,59270,0
30,MT,59274,0
30,MT,59275,0
30,MT,59276,0
30,MT,59301,0
30,MT,59311,0
30,MT,59312,0
30,MT,59313,0
30,MT,59314,0
30,MT,59315,0
30,MT,59317,0
30,MT,59318,0
30,MT,59322,0
30,MT,59323,0
30,MT,59324,0
30,MT,59326,0
30,MT,59327,0
30,MT,59330,0
30,MT,59332,0
30,MT,59333,0
30,MT,59336,0
30,MT,59337,0
30,MT,59338,0
30,MT,59339,0
30,MT,59343,0
30,MT,59344,0
30,MT,59347,0
30,MT,59349,0
30,MT,59351,0
30,MT,59353,0
30,MT,59354,0
30,MT,59401,0
30,MT,59404,0
30,MT,59405,0
30,MT,59410,0
30,MT,59411,0
30,MT,59412,0
30,MT,59414,0
30,MT,59416,0
30,MT,59417,0
30,MT,59418,0
30,MT,59419,0
30,MT,59420,0
30,MT,59421,0
30,MT,59422,0
30,MT,59424,0
30,MT,59425,0
30,MT,59427,0
30,MT,59430,0
30,MT,59432,0
30,MT,59433,0
30,MT,59434,0
30,MT,59436,0
30,MT,59440,0
30,MT,59441,0
30,MT,59442,0
30,MT,59443,0
30,MT,59444,0
30,MT,59446,0
30,MT,59447,0
30,MT,59448,0
30,MT,59450,0
30,MT,59451,0
30,MT,59452,0
30,MT,59453,0
30,MT,59454,0
30,MT,59456,0
30,MT,59457,0
30,MT,59460,0
30,MT,59461,0
30,MT,59462,0
30,MT,59463,0
30,MT,59464,0
30,MT,59465,0
30,MT,59466,0
30,MT,59467,0
30,MT,59468,0
30,MT,59469,0
30,MT,59471,0
30,MT,59472,0
30,MT,59474,0
30,MT,59477,0
30,MT,59479,0
30,MT,59480,0
30,MT,59482,0
30,MT,59483,0
30,MT,59484,0
30,MT,59485,0
30,MT,59486,0
30,MT,59487,0
30,MT,59489,0
30,MT,59501,0
30,MT,59520,0
30,MT,59521,0
30,MT,59522,0
30,MT,59523,0
30,MT,59524,0
30,MT,59525,0
30,MT,59526,0
30,MT,59527,0
30,MT,59528,0
30,MT,59529,0
30,MT,59530,0
30,MT,59531,0
30,MT,59532,0
30,MT,59535,0
30,MT,59537,0
30,MT,59538,0
30,MT,59540,0
30,MT,59542,0
30,MT,59544,0
30,MT,59545,0
30,MT,59546,0
30,MT,59547,0
30,MT,59601,0
30,MT,59602,0
30,MT,59631,0
30,MT,59632,0
30,MT,59633,0
30,MT,59634,0
30,MT,59635,0
30,MT,59636,0
30,MT,59638,0
30,MT,59639,0
30,MT,59640,0
30,MT,59642,0
30,MT,59643,0
30,MT,59644,0
30,MT,59645,0
30,MT,59647,0
30,MT,59648,0
30,MT,59701,0
30,MT,59703,0
30,MT,59710,0
30,MT,59711,0
30,MT,59713,0
30,MT,59714,0
30,MT,59715,0
30,MT,59716,0
30,MT,59718,0
30,MT,59720,0
30,MT,59721,0
30,MT,59722,0
30,MT,59724,0
30,MT,59725,0
30,MT,59727,0
30,MT,59728,0
30,MT,59729,0
30,MT,59730,0
30,MT,59731,0
30,MT,59732,0
30,MT,59733,0
30,MT,59735,0
30,MT,59736,0
30,MT,59739,0
30,MT,59740,0
30,MT,59741,0
30,MT,59743,0
30,MT,59745,0
30,MT,59746,0
30,MT,59747,0
30,MT,59748,0
30,MT,59749,0
30,MT,59750,0
30,MT,59751,0
30,MT,59752,0
30,MT,59754,0
30,MT,59755,0
30,MT,59756,0
30,MT,59758,0
30,MT,59759,0
30,MT,59760,0
30,MT,59761,0
30,MT,59762,0
30,MT,59801,0
30,MT,59802,0
30,MT,59803,0
30,MT,59804,0
30,MT,59808,0
30,MT,59820,0
30,MT,59821,0
30,MT,59823,0
30,MT,59824,0
30,MT,59825,0
30,MT,59826,0
30,MT,59827,0
30,MT,59828,0
30,MT,59829,0
30,MT,59830,0
30,MT,59831,0
30,MT,59832,0
30,MT,59833,0
30,MT,59834,0
30,MT,59837,0
30,MT,59840,0
