state_fips,state_abbr,zcta,cd
17,IL,62836,12
17,IL,62837,15
17,IL,62838,15
17,IL,62839,15
17,IL,62841,12
17,IL,62842,15
17,IL,62843,15
17,IL,62844,15
17,IL,62846,12
17,IL,62848,15
17,IL,62849,15
17,IL,62850,15
17,IL,62851,12
17,IL,62851,15
17,IL,62852,15
17,IL,62853,15
17,IL,62854,15
17,IL,62856,12
17,IL,62858,15
17,IL,62859,15
17,IL,62860,12
17,IL,62860,15
17,IL,62861,15
17,IL,62862,15
17,IL,62863,15
17,IL,62864,12
17,IL,62865,12
17,IL,62867,15
17,IL,62868,15
17,IL,62869,15
17,IL,62870,15
17,IL,62871,15
17,IL,62872,12
17,IL,62874,12
17,IL,62875,15
17,IL,62876,15
17,IL,62877,12
17,IL,62877,15
17,IL,62878,15
17,IL,62879,15
17,IL,62880,15
17,IL,62881,15
17,IL,62882,15
17,IL,62883,12
17,IL,62884,12
17,IL,62885,15
17,IL,62886,15
17,IL,62887,15
17,IL,62888,12
17,IL,62889,12
17,IL,62889,15
17,IL,62890,12
17,IL,62890,15
17,IL,62891,12
17,IL,62892,15
17,IL,62893,12
17,IL,62893,15
17,IL,62894,12
17,IL,62895,15
17,IL,62896,12
17,IL,62897,12
17,IL,62898,12
17,IL,62899,15
17,IL,62901,12
17,IL,62902,12
17,IL,62903,12
17,IL,62905,12
17,IL,62906,12
17,IL,62907,12
17,IL,62908,15
17,IL,62910,15
17,IL,62912,12
17,IL,62912,15
17,IL,62914,12
17,IL,62915,12
17,IL,62916,12
17,IL,62917,12
17,IL,62917,15
17,IL,62918,12
17,IL,62919,15
17,IL,62920,12
17,IL,62921,12
17,IL,62922,12
17,IL,62922,15
17,IL,62923,12
17,IL,62923,15
17,IL,62924,12
17,IL,62926,12
17,IL,62927,12
17,IL,62928,15
17,IL,62930,15
17,IL,62931,15
17,IL,62932,12
17,IL,62933,12
17,IL,62934,15
17,IL,62935,15
17,IL,62938,15
17,IL,62939,12
17,IL,62939,15
17,IL,62940,12
17,IL,62941,12
17,IL,62941,15
17,IL,62942,12
17,IL,62943,15
17,IL,62946,15
17,IL,62947,15
17,IL,62948,12
17,IL,62949,12
17,IL,62950,12
17,IL,62951,12
17,IL,62952,12
17,IL,62953,15
17,IL,62954,15
17,IL,62956,12
17,IL,62956,15
17,IL,62957,12
17,IL,62958,12
17,IL,62959,12
17,IL,62960,15
17,IL,62961,12
17,IL,62962,12
17,IL,62963,12
17,IL,62964,12
17,IL,62965,15
17,IL,62966,12
17,IL,62967,15
17,IL,62969,12
17,IL,62970,12
17,IL,62972,15
17,IL,62974,12
17,IL,62975,12
17,IL,62976,12
17,IL,62977,15
17,IL,62979,15
17,IL,62982,15
17,IL,62983,12
17,IL,62984,15
17,IL,62985,15
17,IL,62987,12
17,IL,62987,15
17,IL,62988,12
17,IL,62990,12
17,IL,62992,12
17,IL,62994,12
17,IL,62995,15
17,IL,62996,12
17,IL,62997,12
17,IL,62998,12
17,IL,62999,12
17,IL,63673,12
18,IN,45053,6
18,IN,46001,5
18,IN,46001,6
18,IN,46011,5
18,IN,46012,5
18,IN,46012,6
18,IN,46013,5
18,IN,46016,5
18,IN,46017,5
18,IN,46017,6
18,IN,46030,5
18,IN,46031,5
18,IN,46032,5
18,IN,46033,5
18,IN,46034,5
18,IN,46035,4
18,IN,46036,5
18,IN,46037,5
18,IN,46038,5
18,IN,46039,4
18,IN,46040,5
18,IN,46040,6
18,IN,46041,4
18,IN,46044,5
18,IN,46045,5
18,IN,46047,5
18,IN,46048,5
18,IN,46049,4
18,IN,46049,5
18,IN,46050,4
18,IN,46050,5
18,IN,46051,5
18,IN,46052,4
18,IN,46052,5
18,IN,46055,5
18,IN,46055,6
18,IN,46056,5
18,IN,46056,6
18,IN,46057,4
18,IN,46058,4
18,IN,46060,5
18,IN,46062,5
18,IN,46063,5
18,IN,46064,5
18,IN,46064,6
18,IN,46065,4
18,IN,46068,5
18,IN,46069,4
18,IN,46069,5
18,IN,46070,5
18,IN,46071,4
18,IN,46072,5
18,IN,46074,5
18,IN,46075,4
18,IN,46075,5
18,IN,46076,5
18,IN,46077,4
18,IN,46077,5
18,IN,46103,4
18,IN,46104,6
18,IN,46105,4
18,IN,46106,9
18,IN,46107,7
18,IN,46110,6
18,IN,46111,9
18,IN,46112,4
18,IN,46112,5
18,IN,46113,4
18,IN,46113,7
18,IN,46113,9
18,IN,46115,6
18,IN,46117,6
18,IN,46118,4
18,IN,46120,4
18,IN,46120,8
18,IN,46121,4
18,IN,46122,4
18,IN,46123,4
18,IN,46124,6
18,IN,46124,9
18,IN,46125,4
18,IN,46126,6
18,IN,46127,6
18,IN,46128,4
18,IN,46130,6
18,IN,46131,6
18,IN,46131,9
18,IN,46133,6
18,IN,46135,4
18,IN,46135,8
18,IN,46140,6
18,IN,46142,9
18,IN,46143,9
18,IN,46144,6
18,IN,46146,6
18,IN,46147,4
18,IN,46148,6
18,IN,46149,4
18,IN,46150,6
18,IN,46151,4
18,IN,46151,9
18,IN,46155,6
18,IN,46156,6
18,IN,46157,4
18,IN,46158,4
18,IN,46158,9
18,IN,46160,9
18,IN,46161,6
18,IN,46162,6
18,IN,46162,9
18,IN,46163,6
18,IN,46164,9
18,IN,46165,4
18,IN,46166,4
18,IN,46166,8
18,IN,46166,9
18,IN,46167,4
18,IN,46168,4
18,IN,46171,4
18,IN,46172,4
18,IN,46173,6
18,IN,46175,4
18,IN,46175,8
18,IN,46176,6
18,IN,46180,4
18,IN,46181,9
18,IN,46182,6
18,IN,46183,7
18,IN,46184,9
18,IN,46186,6
18,IN,46201,7
18,IN,46202,7
18,IN,46203,7
18,IN,46204,7
18,IN,46205,5
18,IN,46205,7
18,IN,46208,5
18,IN,46208,7
18,IN,46214,7
18,IN,46216,5
18,IN,46216,7
18,IN,46217,7
18,IN,46218,7
18,IN,46219,7
18,IN,46220,5
18,IN,46220,7
18,IN,46221,7
18,IN,46222,7
18,IN,46224,7
18,IN,46225,7
18,IN,46226,5
18,IN,46226,7
18,IN,46227,7
18,IN,46228,5
18,IN,46228,7
18,IN,46229,6
18,IN,46229,7
18,IN,46231,4
18,IN,46231,7
18,IN,46234,4
18,IN,46234,5
18,IN,46234,7
18,IN,46235,5
18,IN,46235,7
18,IN,46236,5
18,IN,46236,7
18,IN,46237,7
18,IN,46239,6
18,IN,46239,7
18,IN,46240,5
18,IN,46241,7
18,IN,46250,5
18,IN,46254,5
18,IN,46254,7
18,IN,46256,5
18,IN,46256,7
18,IN,46259,6
18,IN,46259,7
18,IN,46259,9
18,IN,46260,5
18,IN,46260,7
18,IN,46268,5
18,IN,46268,7
18,IN,46278,4
18,IN,46278,5
18,IN,46278,7
18,IN,46280,5
18,IN,46290,5
18,IN,46301,1
18,IN,46303,1
18,IN,46304,1
18,IN,46307,1
18,IN,46310,4
18,IN,46311,1
18,IN,46312,1
18,IN,46319,1
18,IN,46320,1
18,IN,46321,1
18,IN,46322,1
18,IN,46323,1
18,IN,46324,1
18,IN,46327,1
18,IN,46340,1
18,IN,46340,2
18,IN,46341,1
18,IN,46342,1
18,IN,46345,2
18,IN,46346,2
18,IN,46347,1
18,IN,46348,1
18,IN,46348,2
18,IN,46349,4
18,IN,46350,1
18,IN,46350,2
18,IN,46356,1
18,IN,46360,1
18,IN,46365,2
18,IN,46366,2
18,IN,46368,1
18,IN,46371,2
18,IN,46373,1
18,IN,46374,2
18,IN,46374,4
18,IN,46375,1
18,IN,46376,1
18,IN,46377,1
18,IN,46379,4
18,IN,46381,4
18,IN,46382,1
18,IN,46382,2
18,IN,46383,1
18,IN,46385,1
18,IN,46390,1
18,IN,46390,2
18,IN,46391,1
18,IN,46392,4
18,IN,46393,1
18,IN,46394,1
18,IN,46402,1
18,IN,46403,1
18,IN,46404,1
18,IN,46405,1
18,IN,46406,1
18,IN,46407,1
18,IN,46408,1
18,IN,46409,1
18,IN,46410,1
18,IN,46501,2
18,IN,46502,2
18,IN,46504,2
18,IN,46506,2
18,IN,46507,2
18,IN,46508,2
18,IN,46510,2
18,IN,46510,3
18,IN,46511,2
18,IN,46514,2
18,IN,46516,2
18,IN,46517,2
18,IN,46524,2
18,IN,46526,2
18,IN,46528,2
18,IN,46530,2
18,IN,46531,2
18,IN,46532,2
18,IN,46534,2
18,IN,46536,2
18,IN,46537,2
18,IN,46538,2
18,IN,46538,3
18,IN,46539,2
18,IN,46540,2
18,IN,46540,3
18,IN,46542,2
18,IN,46542,3
18,IN,46543,2
18,IN,46543,3
18,IN,46544,2
18,IN,46545,2
18,IN,46550,2
18,IN,46552,2
18,IN,46553,2
18,IN,46554,2
18,IN,46555,3
18,IN,46556,2
18,IN,46561,2
18,IN,46562,3
18,IN,46563,2
18,IN,46565,3
18,IN,46567,2
18,IN,46567,3
18,IN,46570,2
18,IN,46571,3
18,IN,46573,2
18,IN,46574,2
18,IN,46580,2
18,IN,46580,3
18,IN,46582,2
18,IN,46582,3
18,IN,46590,3
18,IN,46595,2
18,IN,46601,2
18,IN,46613,2
18,IN,46614,2
18,IN,46615,2
18,IN,46616,2
18,IN,46617,2
18,IN,46619,2
18,IN,46628,2
18,IN,46635,2
18,IN,46637,2
18,IN,46701,3
18,IN,46702,2
18,IN,46702,3
18,IN,46703,3
18,IN,46704,3
18,IN,46705,3
18,IN,46706,3
18,IN,46710,3
18,IN,46711,3
18,IN,46714,3
18,IN,46721,3
18,IN,46723,3
18,IN,46725,3
18,IN,46730,3
18,IN,46731,3
18,IN,46732,2
18,IN,46732,3
18,IN,46733,3
18,IN,46737,3
18,IN,46738,3
18,IN,46740,3
18,IN,46741,3
18,IN,46742,3
18,IN,46743,3
18,IN,46745,3
18,IN,46746,3
18,IN,46747,3
18,IN,46748,3
18,IN,46750,3
18,IN,46755,3
18,IN,46759,3
18,IN,46760,3
18,IN,46761,3
18,IN,46763,3
18,IN,46764,3
18,IN,46765,3
18,IN,46766,3
18,IN,46767,2
18,IN,46767,3
18,IN,46770,3
18,IN,46771,3
18,IN,46772,3
18,IN,46773,3
18,IN,46774,3
18,IN,46776,3
18,IN,46777,3
18,IN,46779,3
18,IN,46781,3
18,IN,46783,3
18,IN,46784,3
18,IN,46785,3
18,IN,46786,3
18,IN,46787,3
18,IN,46788,3
18,IN,46791,3
18,IN,46792,3
18,IN,46793,3
18,IN,46794,3
18,IN,46795,3
18,IN,46797,3
18,IN,46798,3
18,IN,46799,3
18,IN,46802,3
18,IN,46803,3
18,IN,46804,3
18,IN,46805,3
18,IN,46806,3
18,IN,46807,3
18,IN,46808,3
18,IN,46809,3
18,IN,46814,3
18,IN,46815,3
18,IN,46816,3
18,IN,46818,3
18,IN,46819,3
18,IN,46825,3
18,IN,46835,3
18,IN,46845,3
18,IN,46901,2
18,IN,46901,4
18,IN,46901,5
18,IN,46902,4
18,IN,46902,5
18,IN,46910,2
18,IN,46911,2
18,IN,46913,4
18,IN,46914,2
18,IN,46915,4
18,IN,46917,4
18,IN,46919,2
18,IN,46919,5
18,IN,46920,4
18,IN,46922,2
18,IN,46923,4
18,IN,46926,2
18,IN,46926,4
18,IN,46928,5
18,IN,46929,4
18,IN,46930,5
18,IN,46931,2
18,IN,46932,2
18,IN,46932,4
18,IN,46933,5
18,IN,46936,5
18,IN,46938,5
18,IN,46939,2
18,IN,46940,2
18,IN,46940,3
18,IN,46940,5
18,IN,46941,2
18,IN,46943,2
18,IN,46946,2
18,IN,46947,4
18,IN,46950,4
18,IN,46951,2
18,IN,46952,3
18,IN,46952,5
18,IN,46953,5
18,IN,46957,5
18,IN,46958,2
18,IN,46959,2
18,IN,46960,2
18,IN,46961,4
18,IN,46962,2
18,IN,46962,3
18,IN,46967,4
18,IN,46968,2
18,IN,46970,2
18,IN,46970,4
18,IN,46974,2
18,IN,46975,2
18,IN,46978,2
18,IN,46978,4
18,IN,46979,4
18,IN,46982,2
18,IN,46982,3
18,IN,46984,2
18,IN,46985,2
18,IN,46985,4
18,IN,46986,5
18,IN,46987,5
18,IN,46988,4
18,IN,46989,5
18,IN,46989,6
18,IN,46990,2
18,IN,46991,3
18,IN,46991,5
18,IN,46992,2
18,IN,46994,4
18,IN,46996,2
18,IN,46996,4
18,IN,46998,4
18,IN,47001,6
18,IN,47003,6
18,IN,47006,6
18,IN,47010,6
18,IN,47011,6
18,IN,47012,6
18,IN,47016,6
18,IN,47017,6
18,IN,47018,6
18,IN,47020,6
18,IN,47022,6
18,IN,47023,6
18,IN,47024,6
18,IN,47025,6
18,IN,47030,6
18,IN,47031,6
18,IN,47032,6
18,IN,47034,6
18,IN,47035,6
18,IN,47036,6
18,IN,47037,6
18,IN,47038,6
18,IN,47040,6
18,IN,47041,6
18,IN,47042,6
18,IN,47043,6
18,IN,47060,6
18,IN,47102,6
18,IN,47102,9
18,IN,47104,9
18,IN,47106,9
18,IN,47108,9
18,IN,47110,9
18,IN,47111,9
18,IN,47112,9
18,IN,47114,9
18,IN,47115,9
18,IN,47116,8
18,IN,47116,9
18,IN,47117,9
18,IN,47118,8
18,IN,47118,9
18,IN,47119,9
18,IN,47120,9
18,IN,47122,9
18,IN,47123,9
18,IN,47124,9
18,IN,47125,9
18,IN,47126,9
18,IN,47129,9
18,IN,47130,9
18,IN,47135,9
18,IN,47136,9
18,IN,47137,8
18,IN,47137,9
18,IN,47138,6
18,IN,47140,9
18,IN,47141,9
18,IN,47142,9
18,IN,47143,9
18,IN,47145,9
18,IN,47147,6
18,IN,47147,9
18,IN,47150,9
18,IN,47160,9
18,IN,47161,9
18,IN,47162,9
18,IN,47163,9
18,IN,47164,9
18,IN,47165,9
18,IN,47166,9
18,IN,47167,9
18,IN,47170,6
18,IN,47170,9
18,IN,47172,9
18,IN,47175,9
18,IN,47177,6
18,IN,47177,9
18,IN,47201,6
18,IN,47201,9
18,IN,47203,6
18,IN,47220,9
18,IN,47223,6
18,IN,47224,6
18,IN,47226,6
18,IN,47227,6
18,IN,47229,6
18,IN,47229,9
18,IN,47230,6
18,IN,47231,6
18,IN,47232,6
18,IN,47234,6
18,IN,47235,9
18,IN,47240,6
18,IN,47243,6
18,IN,47244,6
18,IN,47246,6
18,IN,47247,6
18,IN,47250,6
18,IN,47260,9
18,IN,47263,6
18,IN,47264,9
18,IN,47265,6
18,IN,47270,6
18,IN,47272,6
18,IN,47273,6
18,IN,47274,6
18,IN,47274,9
18,IN,47280,6
18,IN,47281,9
18,IN,47282,6
18,IN,47283,6
18,IN,47302,6
18,IN,47303,6
18,IN,47304,6
18,IN,47305,6
18,IN,47306,6
18,IN,47320,3
18,IN,47320,6
18,IN,47324,6
18,IN,47325,6
18,IN,47326,3
18,IN,47327,6
18,IN,47330,6
18,IN,47331,6
18,IN,47334,6
18,IN,47335,6
18,IN,47336,3
18,IN,47336,5
18,IN,47336,6
18,IN,47337,6
18,IN,47338,6
18,IN,47339,6
18,IN,47340,6
18,IN,47341,6
18,IN,47342,6
18,IN,47344,6
18,IN,47345,6
18,IN,47346,6
18,IN,47348,3
18,IN,47348,5
18,IN,47351,6
18,IN,47352,6
18,IN,47353,6
18,IN,47354,6
18,IN,47355,6
18,IN,47356,5
18,IN,47356,6
18,IN,47357,6
18,IN,47358,6
18,IN,47359,3
18,IN,47360,6
18,IN,47361,6
18,IN,47362,6
18,IN,47367,6
18,IN,47368,6
18,IN,47369,3
18,IN,47371,3
18,IN,47371,6
18,IN,47373,3
18,IN,47373,6
18,IN,47374,6
18,IN,47380,3
18,IN,47380,6
18,IN,47381,3
18,IN,47382,6
18,IN,47383,6
18,IN,47384,6
18,IN,47385,6
18,IN,47386,6
18,IN,47387,6
18,IN,47388,6
18,IN,47390,3
18,IN,47390,6
18,IN,47393,6
18,IN,47394,6
18,IN,47396,6
18,IN,47401,9
18,IN,47403,8
18,IN,47403,9
18,IN,47404,8
18,IN,47404,9
18,IN,47405,9
18,IN,47406,9
18,IN,47408,9
18,IN,47420,9
18,IN,47421,9
18,IN,47424,8
18,IN,47427,8
18,IN,47429,9
18,IN,47431,8
18,IN,47432,8
18,IN,47432,9
18,IN,47433,8
18,IN,47433,9
18,IN,47434,9
18,IN,47436,9
18,IN,47437,9
18,IN,47438,8
18,IN,47441,8
18,IN,47443,8
18,IN,47446,8
18,IN,47446,9
18,IN,47448,9
18,IN,47449,8
18,IN,47451,9
18,IN,47452,9
18,IN,47453,8
18,IN,47454,9
18,IN,47455,8
18,IN,47456,4
18,IN,47456,8
18,IN,47457,8
18,IN,47458,9
18,IN,47459,8
18,IN,47460,8
18,IN,47460,9
18,IN,47462,8
18,IN,47462,9
18,IN,47464,9
18,IN,47465,8
18,IN,47467,9
18,IN,47468,9
18,IN,47469,9
18,IN,47470,8
18,IN,47470,9
18,IN,47471,8
18,IN,47501,8
18,IN,47512,8
18,IN,47513,8
18,IN,47514,8
18,IN,47515,8
18,IN,47516,8
18,IN,47519,8
18,IN,47520,8
18,IN,47521,8
18,IN,47522,8
18,IN,47523,8
18,IN,47524,8
18,IN,47525,8
18,IN,47527,8
18,IN,47527,9
18,IN,47528,8
18,IN,47529,8
18,IN,47531,8
18,IN,47532,8
18,IN,47535,8
18,IN,47536,8
18,IN,47537,8
18,IN,47541,8
18,IN,47542,8
18,IN,47546,8
18,IN,47550,8
18,IN,47551,8
18,IN,47552,8
18,IN,47553,8
18,IN,47557,8
18,IN,47558,8
18,IN,47561,8
18,IN,47562,8
18,IN,47564,8
18,IN,47567,8
18,IN,47568,8
18,IN,47574,8
18,IN,47575,8
18,IN,47576,8
18,IN,47577,8
18,IN,47578,8
18,IN,47579,8
18,IN,47580,8
18,IN,47581,8
18,IN,47584,8
18,IN,47585,8
18,IN,47586,8
18,IN,47588,8
18,IN,47590,8
18,IN,47591,8
18,IN,47596,8
18,IN,47597,8
18,IN,47598,8
18,IN,47601,8
18,IN,47610,8
18,IN,47611,8
18,IN,47612,8
18,IN,47613,8
18,IN,47615,8
18,IN,47616,8
18,IN,47619,8
18,IN,47620,8
18,IN,47630,8
18,IN,47631,8
18,IN,47633,8
18,IN,47634,8
18,IN,47635,8
18,IN,47637,8
18,IN,47638,8
18,IN,47639,8
18,IN,47640,8
18,IN,47648,8
18,IN,47649,8
18,IN,47654,8
18,IN,47660,8
18,IN,47665,8
18,IN,47666,8
18,IN,47670,8
18,IN,47683,8
18,IN,47708,8
18,IN,47710,8
18,IN,47711,8
18,IN,47712,8
18,IN,47713,8
18,IN,47714,8
18,IN,47715,8
18,IN,47720,8
18,IN,47725,8
18,IN,47802,8
18,IN,47803,8
18,IN,47804,8
18,IN,47805,8
18,IN,47807,8
18,IN,47809,8
18,IN,47832,8
18,IN,47833,8
18,IN,47834,8
18,IN,47836,8
18,IN,47837,8
18,IN,47838,8
18,IN,47840,4
18,IN,47840,8
18,IN,47841,8
18,IN,47842,8
18,IN,47846,8
18,IN,47847,8
18,IN,47848,8
18,IN,47849,8
18,IN,47850,8
18,IN,47853,8
18,IN,47854,8
18,IN,47855,8
18,IN,47857,8
18,IN,47858,8
18,IN,47859,8
18,IN,47860,8
18,IN,47861,8
18,IN,47862,8
18,IN,47863,8
18,IN,47865,8
18,IN,47866,8
18,IN,47868,4
18,IN,47868,8
18,IN,47869,8
18,IN,47871,8
18,IN,47872,4
18,IN,47872,8
18,IN,47874,8
18,IN,47876,8
18,IN,47879,8
18,IN,47880,8
18,IN,47881,8
18,IN,47882,8
18,IN,47884,8
18,IN,47885,8
18,IN,47901,4
18,IN,47904,4
18,IN,47905,4
18,IN,47906,4
18,IN,47907,4
18,IN,47909,4
18,IN,47916,4
18,IN,47917,4
18,IN,47918,4
18,IN,47920,4
18,IN,47921,4
18,IN,47922,4
18,IN,47923,4
18,IN,47924,4
18,IN,47925,4
18,IN,47926,4
18,IN,47928,8
18,IN,47929,4
18,IN,47930,4
18,IN,47932,4
18,IN,47932,8
18,IN,47933,4
18,IN,47940,4
18,IN,47941,4
18,IN,47942,4
18,IN,47943,4
18,IN,47944,4
18,IN,47946,2
18,IN,47946,4
18,IN,47948,4
18,IN,47949,4
18,IN,47950,4
18,IN,47951,4
18,IN,47952,4
18,IN,47952,8
18,IN,47954,4
18,IN,47955,4
18,IN,47957,2
18,IN,47957,4
18,IN,47958,4
18,IN,47959,4
18,IN,47960,4
18,IN,47963,4
18,IN,47964,4
18,IN,47965,4
18,IN,47966,8
18,IN,47967,4
18,IN,47968,4
18,IN,47969,4
18,IN,47970,4
18,IN,47971,4
18,IN,47974,8
18,IN,47975,4
18,IN,47977,4
18,IN,47978,4
18,IN,47980,4
18,IN,47981,4
18,IN,47982,4
18,IN,47983,4
18,IN,47987,4
18,IN,47989,4
18,IN,47989,8
18,IN,47990,4
18,IN,47991,4
18,IN,47992,4
18,IN,47993,4
18,IN,47994,4
18,IN,47995,4
18,IN,47997,4
19,IA,50001,3
19,IA,50002,3
19,IA,50003,3
19,IA,50005,1
19,IA,50006,4
19,IA,50007,3
19,IA,50008,2
19,IA,50009,3
19,IA,50010,4
19,IA,50011,4
19,IA,50012,4
19,IA,50014,4
19,IA,50020,3
19,IA,50020,4
19,IA,50021,3
19,IA,50022,3
19,IA,50022,4
19,IA,50023,3
19,IA,50025,4
19,IA,50026,3
19,IA,50026,4
19,IA,50027,1
19,IA,50027,2
19,IA,50028,2
19,IA,50029,3
19,IA,50029,4
19,IA,50032,3
19,IA,50033,3
19,IA,50034,4
19,IA,50035,3
19,IA,50036,4
19,IA,50038,3
19,IA,50039,3
19,IA,50041,4
19,IA,50042,4
19,IA,50044,2
19,IA,50046,3
19,IA,50046,4
19,IA,50047,3
19,IA,50048,3
19,IA,50049,2
19,IA,50050,4
19,IA,50051,1
19,IA,50052,2
19,IA,50054,2
19,IA,50055,2
19,IA,50055,4
19,IA,50056,4
19,IA,50057,2
19,IA,50058,3
19,IA,50058,4
19,IA,50060,2
19,IA,50061,3
19,IA,50062,2
19,IA,50063,3
19,IA,50064,4
19,IA,50065,2
19,IA,50066,3
19,IA,50067,2
19,IA,50068,2
19,IA,50069,3
19,IA,50070,3
19,IA,50071,4
19,IA,50072,3
19,IA,50073,3
19,IA,50074,3
19,IA,50075,4
19,IA,50076,4
19,IA,50078,1
19,IA,50101,4
19,IA,50102,4
19,IA,50103,2
19,IA,50104,2
19,IA,50105,4
19,IA,50106,1
19,IA,50106,2
19,IA,50107,4
19,IA,50108,2
19,IA,50109,3
19,IA,50111,3
19,IA,50112,1
19,IA,50112,2
19,IA,50115,3
19,IA,50116,2
19,IA,50117,4
19,IA,50118,3
19,IA,50119,2
19,IA,50120,1
19,IA,50122,4
19,IA,50123,2
19,IA,50124,3
19,IA,50124,4
19,IA,50125,3
19,IA,50126,4
19,IA,50127,2
19,IA,50128,3
19,IA,50128,4
19,IA,50129,4
19,IA,50130,4
19,IA,50131,3
19,IA,50132,4
19,IA,50133,2
19,IA,50133,3
19,IA,50134,4
19,IA,50135,2
19,IA,50136,1
19,IA,50136,2
19,IA,50138,2
19,IA,50139,2
19,IA,50139,3
19,IA,50140,2
19,IA,50140,3
19,IA,50141,1
19,IA,50141,2
19,IA,50142,1
19,IA,50143,2
19,IA,50144,2
19,IA,50146,3
19,IA,50147,2
19,IA,50148,1
19,IA,50149,3
19,IA,50150,2
19,IA,50151,2
19,IA,50151,3
19,IA,50153,1
19,IA,50153,2
19,IA,50154,4
19,IA,50155,3
19,IA,50156,3
19,IA,50156,4
19,IA,50157,1
19,IA,50158,1
19,IA,50160,3
19,IA,50161,3
19,IA,50161,4
19,IA,50162,1
19,IA,50163,2
19,IA,50164,3
19,IA,50165,2
19,IA,50166,3
19,IA,50167,3
19,IA,50168,2
19,IA,50169,2
19,IA,50169,3
19,IA,50170,2
19,IA,50171,1
19,IA,50173,1
19,IA,50174,2
19,IA,50174,3
19,IA,50201,4
19,IA,50206,1
19,IA,50206,4
19,IA,50207,1
19,IA,50207,2
19,IA,50208,2
19,IA,50210,2
19,IA,50210,3
19,IA,50211,3
19,IA,50212,4
19,IA,50213,2
19,IA,50214,2
19,IA,50216,3
19,IA,50217,4
19,IA,50218,3
19,IA,50219,2
19,IA,50220,3
19,IA,50220,4
19,IA,50222,3
19,IA,50223,4
19,IA,50225,2
19,IA,50225,3
19,IA,50226,3
19,IA,50226,4
19,IA,50227,4
19,IA,50228,2
19,IA,50229,3
19,IA,50230,4
19,IA,50231,4
19,IA,50232,2
19,IA,50233,3
19,IA,50234,1
19,IA,50234,2
19,IA,50235,3
19,IA,50235,4
19,IA,50236,4
19,IA,50237,2
19,IA,50237,3
19,IA,50238,2
19,IA,50239,1
19,IA,50240,3
19,IA,50242,1
19,IA,50243,3
19,IA,50243,4
19,IA,50244,3
19,IA,50244,4
19,IA,50246,4
19,IA,50247,1
19,IA,50247,4
19,IA,50248,4
19,IA,50249,4
19,IA,50250,3
19,IA,50251,2
19,IA,50252,2
19,IA,50254,3
19,IA,50255,2
19,IA,50256,2
19,IA,50257,2
19,IA,50257,3
19,IA,50258,1
19,IA,50258,4
19,IA,50261,3
19,IA,50262,2
19,IA,50263,3
19,IA,50264,2
19,IA,50265,3
19,IA,50266,3
19,IA,50268,2
19,IA,50271,4
19,IA,50272,2
19,IA,50273,3
19,IA,50274,3
19,IA,50275,2
19,IA,50276,3
19,IA,50276,4
19,IA,50277,3
19,IA,50278,4
19,IA,50309,3
19,IA,50310,3
19,IA,50311,3
19,IA,50312,3
19,IA,50313,3
19,IA,50314,3
19,IA,50315,3
19,IA,50316,3
19,IA,50317,3
19,IA,50319,3
19,IA,50320,3
19,IA,50321,3
19,IA,50322,3
19,IA,50323,3
19,IA,50324,3
19,IA,50325,3
19,IA,50327,3
19,IA,50401,4
19,IA,50420,4
19,IA,50421,4
19,IA,50423,4
19,IA,50424,4
19,IA,50426,1
19,IA,50428,4
19,IA,50430,4
19,IA,50431,4
19,IA,50432,4
19,IA,50433,4
19,IA,50434,1
19,IA,50434,4
19,IA,50435,4
19,IA,50436,4
19,IA,50438,4
19,IA,50439,4
19,IA,50440,1
19,IA,50441,4
19,IA,50444,1
19,IA,50444,4
19,IA,50446,1
19,IA,50446,4
19,IA,50447,4
19,IA,50448,1
19,IA,50449,4
19,IA,50450,1
19,IA,50450,4
19,IA,50451,4
19,IA,50452,4
19,IA,50453,4
19,IA,50454,1
19,IA,50455,1
19,IA,50456,1
19,IA,50457,4
19,IA,50458,1
19,IA,50458,4
19,IA,50459,1
19,IA,50460,1
19,IA,50460,4
19,IA,50461,1
19,IA,50461,4
19,IA,50464,1
19,IA,50464,4
19,IA,50465,4
19,IA,50466,1
19,IA,50467,4
19,IA,50468,4
19,IA,50469,4
19,IA,50470,4
19,IA,50471,1
19,IA,50471,4
19,IA,50472,1
19,IA,50473,4
19,IA,50475,4
19,IA,50476,1
19,IA,50477,4
19,IA,50478,4
19,IA,50479,4
19,IA,50480,4
19,IA,50482,4
19,IA,50483,4
19,IA,50484,4
19,IA,50501,4
19,IA,50510,4
19,IA,50511,4
19,IA,50514,4
19,IA,50515,4
19,IA,50516,4
19,IA,50517,4
19,IA,50518,4
19,IA,50519,4
19,IA,50520,4
19,IA,50521,4
19,IA,50522,4
19,IA,50523,4
19,IA,50524,4
19,IA,50525,4
19,IA,50527,4
19,IA,50528,4
19,IA,50529,4
19,IA,50530,4
19,IA,50531,4
19,IA,50532,4
19,IA,50533,4
19,IA,50535,4
19,IA,50536,4
19,IA,50538,4
19,IA,50539,4
19,IA,50540,4
19,IA,50541,4
19,IA,50542,4
19,IA,50543,4
19,IA,50544,4
19,IA,50545,4
19,IA,50546,4
19,IA,50548,4
19,IA,50551,4
19,IA,50554,4
19,IA,50556,4
19,IA,50557,4
19,IA,50558,4
19,IA,50559,4
19,IA,50560,4
19,IA,50561,4
19,IA,50562,4
19,IA,50563,4
19,IA,50565,4
19,IA,50566,4
19,IA,50567,4
19,IA,50568,4
